Key,Value
unit_story_Rabbit,"The rabbit princess of ""Foresto,"" the country of Demihumans which rules over the vast forest in the east. Despite her tiny and cute figure, she is very skilled in martial arts. A bit unfriendly, she thinks her big ears are weak points for a martial artist, but every time someone says they’re cute, she can't really stop from smiling. Her emotions are usually written all over her face."
unit_story_Swordcat,"The cat princess hail from ""Nippon,"" an island of Demihumans located on the far eastern sea. She left her homeland by accident when she snuck into a ship from another country out of curiosity and fell asleep. She frequently thinks she should go back to her country but quickly forgets about it whenever she sees something that makes her curious again."
unit_story_Flower,"The princess of ""Netherland,"" a union of Human and Demihuman which is famous for flowers. A Half-Elf born from High Elf king and Human queen, her father is known as a member of the Heroes who defeated the Demon King a long time ago. Just like her father, she is conversant with natural healing magic which uses flowers. However, she has a severe complex about her father's womanizing nature."
unit_story_Middle,"The princess of ""Luxor,"" the richest kingdom in the world located in the eastern desert. Even though the country is in the middle of a vast and empty desert, they raked in a tremendous amount of wealth with the ""Mana Oil"" gushing out from the ground. Many poor countries' princes courted her, and she’s had 3 divorces since those men were only after her wealth. Some might say her looks deserve a fair part of the blame…"
unit_story_Bdragon,"One of the three princesses of ""Dragonia,"" the lost kingdom of Dragons. Nothing is known about her except that she is very old. As the only remaining Draconian man disappeared due to the Demon King incident, all three sisters joined the war to get him back. She is the most docile among the sisters, and she knits for fun."
unit_story_Queen,"The queen of ""Antaria,"" a kingdom consists of rough mountains. After losing her husband in a battle against the Demon King's army, and even her treasured son disappearing due to the recent Demon King incident, she joined the war to retrieve her son. Before becoming a queen, she served as a commander of the Great Wall and was a famous gladiator. "
unit_story_Gdragon,"One of the three princesses of ""Dragonia,"" the lost kingdom of Dragons. Nothing is known about her except that she is very old. As the only remaining Draconian man disappeared due to the Demon King incident, all three sisters joined the war to get him back. Unlike ordinary Draconians, she is shy and apt to cry, but she is the last person anyone would want to meet between three princesses when she is mad."
unit_story_Redhead,"She is the descendant of the red-haired Hero, who defeated the Demon King a long time ago, as well as the princess of ""Ios,"" a small kingdom located in a remote region. Red hair is her family's hereditary feature, and all males of her family line were womanizers and born with itchy feet, which led to complex family relations. Perhaps because of the instincts in her bloodline, she left her hometown and started traveling as soon as she came of age. "
unit_story_Dualcross,"The second princess of ""Cavithan,"" a theocratic country ruled by the pope. Like her little sister Maria, she is a stepdaughter of the pope as well as an Exorcist Nun of the Central Abbey. Unlike her little sister, she seems to be assigned with a secret mission regarding the pope who disappeared in secret by the Goddess, aside from the mission known to the public."
unit_story_Ass,"""Sicaria,"" a big port city located in the middle of the continent, was once the capital of the great empire of Romanetia. But now, it's a city of outlaws which is filled with various kinds of criminals. As a daughter of ""Alejandro"" , the boss of the cartel which rules over the city, she is a famous assassin with a name: ""The Princess of Sicaria""."
unit_story_Foxy,"The Werefox princess came from ""Corea,"" a small country located at the far eastern end of the continent. She left her hometown to find some legendary book. Though lively, she is very impatient and can't stand still even for a second. She is very proficient in archery and often says, ""I got that one, right?"" even before firing an arrow to the enemy."
unit_story_Priest,"The fourth princess of ""Cavithan,"" a theocratic country ruled by the pope. She is a stepdaughter of the pope like her older sisters, but she chose to be a priestess instead of a nun. Currently, she is serving as a High Priestess of the Faithful of the Goddess. She is diligent and ethical as a priestess should be, but recently she's been pressing her teammates to donate money to the church. Her church might have a financial problem lately."
unit_story_Miko,"The cat princess and shrine maiden who came from ""Nippon,"" an island country of Demihumans. She is the older sister of Sana, and it hasn't been long since she had come to this continent to find missing Sana. Sentimental and kind, she intended to take Sana back home as soon as she found her, but she always gets drawn into Sana's curiosity and forgets her original intention."
unit_story_Rdragon,"One of the three princesses of ""Dragonia,"" the lost kingdom of dragons. As the only remaining Draconian man disappeared due to the Demon King incident, all three sisters joined the war to get him back. A bright and lively person, she is the most well known among the sisters. She herself enjoys and obsesses over the attention from other people, too."
unit_story_Akimbo,"The princess of ""Fransisco,"" a wealthy kingdom which leads various fashions and cultures. She loves designer labels, just like the princess from a country which functions as the hub of fashion should. As many designers disappeared due to the Demon King incident, she joined the war to retrieve them herself. She uses not one but two pistols, each as worthy of a decent castle."
unit_story_Sugar,"The youngest princess of ""Talia,"" a country famous for its delicious cuisine. She is the little sister of Salt and great at making sweet desserts. She has an unusual ability of using sugar to cast healing magic, making special desserts such as a cake that treats wounds or a candy that recovers Mana. The thing is, half of the desserts she makes go straight to her own stomach…"
unit_story_Water,"The princess of ""Aqua,"" a magical kingdom floating above a large lake. The kingdom is gradually sinking in the lake since half of the kingdom’s Mage Administrators disappeared after the outbreak of the Demon King Incident. In order to overcome her kingdom's crisis, the princess is visiting other countries to ask for help. She worries a lot."
unit_story_Guitar,"One half of the youngest court musician twins of Saviour. Although she is believed to be sweet and demure, the numerous guitars she broke because of her foul mood reveal her true personality. She even bullied her little sister Luraine to relieve her stress, which resulted in the younger of the twins running away from home."
unit_story_Harp,"One half of Saviour’s youngest twin royal musicians. Unable to withstand the torment from Lucien, her big twin sister, she deliberately put her hand on the Elven treasure and got banished. Her beautiful performance earned her the nickname “The Princess of Dark Forest.” Although she has become a Dark Elf, she is joyful that she’s away from Lucien now."
unit_story_Deathscythe,"The best mercenary of Western Union who is known as the ""Reaper of Battleground."" A half-sister of Hilde, she was born between the womanizer High Elf king of Netherland and an unknown vampire lady. Her mother was exiled from Transylvania because of that incident and settled in Western Union to raise her. After growing up, she naturally became a mercenary and made a name for herself. She is famous for always fighting several enemies on her own."
unit_story_Sabre,"Patima’s elder cousin and the enforcer of Luxor. As the enforcer appointed by the previous king, her duty is to monitor corruption within the royal family and punish criminals. Usually a calm person, she can be quite the troublemaker because if she sees a criminal, she always draws out her sword out before ascertaining the situation. Criminals fear her because once she fails to catch them, she relentlessly chases them until she metes out her punishment."
unit_story_Tulu,"The Princess from the abyss kingdom of Atlantis was located in the deep ocean far from the world. She left the kingdom for a journey to experience the various kingdoms and people. 
She took a magical machine called ""Tulu"" and ask the question. Tuul usually has no emotion on his face, but it seems he does not know how to express it."
unit_story_Gom,"The Princess from the bear tribe of ""Forresto"" where located in east side great forest. She is small but strong enough to carry the huge rock and she compete the rabbit tribe's princess ""Chloi"" as a martial artist for a long time. She decided to join the battle since the beekeeping plant were burned down from demon's army. The weired thing is she pouring honey into every single meals..."
unit_story_Cleric,"The head of the Order of Holy Knights, which is the best unit of “Cavithan,” a theocratic nation ruled by the pope. The pope tried to adopt her before any of his other daughters, but she refused for some reason. People call her obstinate and simple-minded since she only seeks righteousness, and she is often called tactless since she can't tell any lies at all."
unit_story_Flora,"A princess of ""Netherland,"" a union of Human and Demihuman, she is Hilde's big sister under a different father, and a magical botanist. The queen, a high noble of Netherland, gave birth to her before getting married to the king. She lost her father in a war when she was a child and went into the royal family following her mother, who went through with this marriage of convenience. After her mother gave birth to Hilde, she became possessive of her little sister, so she always follows and tries to take care of Hilde. As a result, the whole kingdom knows she's overprotective and overbearing when it comes to her sister."
unit_story_Paru,"The princess of “Atlantis,” the kingdom located in the deepest sea. When she was a child, rebels killed her father and expelled her to the land. After that, the current king, a younger brother of her father, suppressed the rebellion and reclaimed the throne. However, she lost her memories and was raised by a nameless knight of the Great Wall. She has absolutely no talent in swordsmanship, but she can regenerate any damaged parts of her body."
unit_desc_Redeye,"Exceptional at protecting allies from the front line with her high HP and DEF, and likes to sneer at enemies after driving them into chaos by inflicting Fear on them."
unit_desc_Plumehat,"Exceptional at attacking multiple enemies within range from the rear through casting powerful magic. She sometimes says problematic things such as, ""I wanna eat meat,"" after smelling burnt monsters."
unit_desc_Brownpony,"Exceptional at supporting allies from the rear with healing magic and crowd control skills. Though, she frequently asks ""When are you planning to get hurt?"" to uninjured teammates."
unit_desc_Carrot,"Moves swiftly between enemies landing powerful blows by flanking them. She usually doesn't let go of her dagger and uses it instead of a fork even when she is having a meal, getting scold by her teammates frequently for her terrible table manner."
unit_desc_Skyblue,"Skilled at attacking enemies from the rear with her great marksmanship. She treasures her rifle so much she even gave it a name. She extremely hates it if a teammate touches her rifle. "
unit_desc_Goldshield,"Efficiently blocks enemies' attacks with her large shield and protects allies from the front line. She has a complex about being raised in the countryside, feeling ashamed if there is an item or food she has never seen before."
unit_desc_Monk,"Neutralizes enemies through moving nimbly and attacking enemies' weak spots from the front line. She beats enemies to a pulp while repeating ""I'm sorry!"" which sometimes frightens other teammates."
unit_desc_Redhood,"Attacks enemies from the rear with powerful arrows and magic. The more her clothes get dirtied by splashed blood, the more hysterical she gets."
unit_desc_Highelf,"Supports allies from the rear with powerful magic that lands on all enemies within range. She says ""Insolent little brats…"" whenever she's done talking."
unit_desc_Bullygirl,Attacks enemies with her outstanding combat skills and protects allies with a large shield from the front line. She often tries to hog the spoils of battle left by enemies.
unit_desc_Blacksmith,"Since she knows well about weak points of armor, she can deal great damage to enemies in close quarters. Allies also gets hit by her hammer whenever she enhances their armor, which can hurt a bit."
unit_desc_Pirate,Approaches enemies with a rapid movement she trained on the ship and deals fatal damage. She always demands enemies to hand over the treasure map.
